"sample","PC1","PC2","PC3","PC4","PC5","PC6"
"GSM776203",-2.36522416901008,0.846833917488408,-2.01663627945189,-1.46487326769338,0.603099442716794,-0.302255544457875
"GSM776204",-2.13910826550635,-0.307445194270385,-0.410458376962179,0.881116476621141,0.221715714833024,0.00852900288293323
"GSM776205",-2.42197556073391,-0.48044035291711,-0.909320464702977,0.282266874793014,-0.397476994787011,0.615509375145395
"GSM776206",1.34547507615969,0.208175973359715,-1.07327515712359,0.4226037106951,-0.686734823747825,0.426147525103967
"GSM776207",-0.456681024382925,-1.77093479412273,-0.486924995812719,0.0101585253381034,0.235019125695896,0.274366985931776
"GSM776208",-1.01757068521332,-1.91130606456352,0.021530884343462,0.767850124860618,-0.205069956795991,0.421235706532235
"GSM776209",-5.06623047554121,-0.52806675680715,-1.89218121501566,-1.08044891838731,-0.259869326415847,-0.184241028655543
"GSM776210",0.8053832190611,-0.180572053259711,-0.149633888829869,1.07735343764249,0.047860022729599,0.0788641765630615
"GSM776211",0.678461112187045,-0.0387513462785854,1.29966406408893,0.910535661913802,0.206800958969286,0.487739999272098
"GSM776212",1.07243472445574,0.385652649368963,-0.851775486356712,0.0329474989525284,-0.304205473219063,-0.110827335199669
